,CBSA,commuteBuffCount,workingPop,commutePercent,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,POPESTIMATE,NPOPCHG_,BIRTHS,DEATHS,NATURALINC,INTERNATIONALMIG,DOMESTICMIG,NETMIG,RESIDUAL,GQESTIMATES,RBIRTH,RDEATH,RNATURALINC,RINTERNATIONALMIG,RDOMESTICMIG,RNETMIG,RBIRTHSw,RDEATHSw,RNATURALINCw,RINTERNATIONALMIGw,RDOMESTICMIGw,RNETMIGw,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,Total_Population,Total_Male_Pop,Total_Female_Pop,Median_Age,M_Median_Age,F_Median_Age,Race_white,Race_black,Race_Am_Indian,Race_Asian,Race_Pac_Isl,Median_Income,Less_High,High_Equiv,College_Assoc_Equiv,Bachelors,Grad_Prof,Ag_For_Fish_Hunt_Mine,Construction,Manufacturing,Wholesale,Retail,Trans_Ware_Util,Information,Fin_Insur_Real,Fin_Insur,Real_Rental,Prof_Sci_Tech,Mngmt_Enter,Admin_WstMngmt,Ed_Servc,Hlthcr_Social,Arts_Entr_Rec,Accom_Food_Srvc,Other_Servc,Public_admin,Num_Total_Worker,Num_Comp_Info_Res,Num_Soft_Dev,Num_Comp_Sys_Analyst,Num_Info_Sec_Analyst,Num_Comp_Programmer,Num_Soft_Qual,Num_Web_Dev,Sal_Avg_Occ,Avg_Comp_EngSci,Avg_Mngmt_Bus_Fin,Education_Pop,Less_High_pct,High_Equiv_pct,College_Assoc_Equiv_pct,Bachelors_pct,Grad_Prof_pct,Bach_and_Above_pct,Computer_Total
INTERNATIONALMIG,0.012935959304362258,0.8016322459669759,0.8005031572029186,0.4652244176321121,0.09819382843558516,-0.12745024516546982,0.2727021161404672,0.1884591292711519,0.03965290740755834,0.03248422635607344,0.0449141532921454,0.15789183060513298,0.23965249490335466,0.2049266043736088,0.009070062223475386,0.267137411407527,-0.002428325349724725,0.053152599829575715,-0.035302723728856164,0.8099074110304147,0.2953875427672155,0.8118278502068889,0.7968230472318016,0.7712949880911139,1.0,-0.48590229771136284,-0.14411564507420072,-0.32868822042293094,0.7520146044286201,-0.01191893799536076,-0.14062149414799568,0.08618929430116536,0.25648073569987967,0.02943711339654904,0.060057810642567246,0.0071329383185376,-0.16957673398156367,0.11482262021988843,0.3301184183865962,-0.025717336766179825,0.020006104717139307,0.2402219885058732,0.2410613154275701,0.572478174231104,0.8032130539863237,0.8078498505540502,-0.01797182505745384,0.254780874245417,0.06159556191237891,0.14655358050369613,0.8080205056019386,0.8064189176036031,0.8094426275072288,-0.01856015319444083,-0.01573388643977841,-0.02403037688318467,0.8065209896227712,0.8125344585458378,0.41668411030476554,0.676989924024093,0.23490515047836888,0.26864426554278215,0.5083453715896579,0.5180469895381175,0.5383956650691514,0.5610878718858651,0.5777509274152447,-0.003613983103693727,0.1096878979682401,0.2159165396908244,0.13506962891713217,0.15575321720922375,0.03454873190620706,0.23454718766693378,0.2990467400133584,0.2809016611795551,0.15519400558769963,0.23599193182797645,0.09784469971508798,0.14069684817791375,0.18950349795204863,0.21175237854417278,0.08012068293659663,0.1568858870909299,0.10350547758241846,0.24012938029223516,,,,,,,,,0.2657953337066532,0.21212916635991472,0.2916519357821098,0.5518147044935872,-0.09035916651935134,-0.13534035563771993,-0.021499891944768035,0.08360712292136097,0.07966244969058836,0.12630681850386932,
DOMESTICMIG,-0.019574304001402025,-0.5722750437982775,-0.5533320834455767,-0.08371715412242549,-0.010495596727450523,0.061076060361456096,-0.07253957287924878,-0.11281851948416832,-0.14030717567924386,0.07228437474037802,0.19931363450564862,0.06996458484496795,-0.09790431526862563,-0.05570970178924512,-0.013479492181757072,-0.21879934163080728,0.022257634981957566,-0.021186024027042775,0.03503023963278076,-0.5483917359444535,0.6323292317870671,-0.5367826006060332,-0.5473538735679976,-0.47563321670846803,-0.48590229771136284,1.0,0.9349153043240483,0.2929246054325491,-0.5834956381465516,-0.0197891189764663,0.049265062318111626,-0.044381767707533666,-0.07498924849683763,0.2514740259585789,0.24413484665005986,-0.00974440632912446,0.03278215739440395,-0.02706712455774889,-0.06471461478785742,0.2564305324416588,0.24931633521481658,-0.015497857324572937,0.0015805606175945319,-0.08601816393510217,-0.495648183193578,-0.4915357353322795,0.11305196548500258,-0.10498220007518361,0.06790235840156106,0.01360159832832477,-0.5602211677713067,-0.5567150157889793,-0.5634959694326235,0.04226832564518578,0.046539641176692625,0.03831502056759726,-0.48756832152284835,-0.4995227436360622,-0.18914070158664506,-0.6964422720248998,-0.18787172375730712,-0.13453862850152945,-0.1757314610818158,-0.19301934103619878,-0.20375331399803748,-0.22884430313134524,-0.25155418138189717,0.03156885325470586,-0.09082110981356349,-0.08072805871646664,-0.03975707116805647,-0.029689036826420042,-0.023818615307593667,-0.11843196448191388,-0.15236514012177044,-0.14590122419273024,-0.06381208386667467,-0.09170597312628456,-0.04812045985620705,-0.04565655376654063,-0.11768474450993499,-0.062120555865649844,-0.009352745971086153,-0.026756882611300856,-0.02385405394984812,-0.1404442674498972,,,,,,,,,-0.15125529513197547,-0.09098250056784614,-0.13813946134764113,-0.22086128193099938,0.06952416011843755,0.07236480726294003,0.048878940330240546,-0.03706800559255103,-0.07983275063443673,-0.09726094218511137,
NETMIG,-0.01690977920460197,-0.32244939176582305,-0.3014605409996516,0.09410774060684518,0.027659505667361434,0.017957723129352055,0.027567428327026782,-0.05209766717910795,-0.14326485823581853,0.09513181005944639,0.24431577039507657,0.14303767708914875,-0.01453972910321919,0.019355612046805293,-0.011643657437475334,-0.14067597860031178,0.024283203902836552,-0.0026252739398755966,0.025531510525410993,-0.29204870217117224,0.835860099315969,-0.2781250511097118,-0.29618620557330205,-0.22534883938503497,-0.14411564507420072,0.9349153043240483,1.0,0.19819476700891858,-0.35529937786926585,-0.027244695870508092,-0.001317717843983438,-0.01525421615325695,0.01923441505617926,0.2966720033452799,0.30079531740049514,-0.008136503150256467,-0.03173626556826735,0.01597532361706428,0.060766111224115786,0.27988970862454443,0.29039983550075343,0.07998933175357542,0.09966636621216553,0.13505020390749514,-0.23505033401071077,-0.2285115516018393,0.12070303435748304,-0.015421198727064772,0.10188280336671825,0.07489928032796744,-0.30620815818896496,-0.30288876444168555,-0.3093384839279051,0.04032047148828301,0.04630400461689046,0.03362347911692362,-0.22455918160682453,-0.235652404908652,-0.04496174778568075,-0.5136398418904601,-0.1173317551864912,-0.043248916229472266,0.007436979813842508,-0.008197324255939137,-0.012088302535365449,-0.031282815209638014,-0.050229409849567766,0.03427500419833589,-0.0582919947676703,-0.0037331525333854933,0.009826843431279908,0.02962561860677798,-0.01293988428128905,-0.03887259080115704,-0.051088001849619806,-0.051139726774951245,-0.009238599747358502,-0.008011282018279262,-0.01543576183877946,0.005433879965733797,-0.056299994287789604,0.01564357765561727,0.021938025812217616,0.03340530624345692,0.015018134348853608,-0.061513050055050665,,,,,,,,,-0.06333232378003048,-0.016883986569421156,-0.03798410974701405,-0.026009544597408854,0.04202745326544775,0.026980170220439803,0.046611426948061786,-0.008021973426030825,-0.058042008296066185,-0.058835504107413956,
RESIDUAL,-0.041776684922967634,-0.18690543522356784,-0.16743625723601205,0.04618425383447897,0.04085353772374524,-0.11848533811789744,0.16071709946827467,0.23259430400150455,0.27076185972095645,0.23018841714431262,0.006079562202912379,0.09402213059590257,0.2115322248040864,0.16968633531419594,-0.019791150722493014,-0.046866641778518243,0.025840857197977917,0.007502580099574842,-0.004818965306564094,-0.17401311962863142,0.13294006992312202,-0.17562194949079937,-0.20891552158314022,-0.10560690771113088,-0.32868822042293094,0.2929246054325491,0.19819476700891858,1.0,-0.1888297615682457,0.07892379416177,-0.16130205033012368,0.15367837173017845,-0.02942814681888475,-0.07307467204029448,-0.07702046141185294,0.09191771117073921,-0.16931165288649236,0.16400637962738207,-0.023467274728038466,-0.07445587501332133,-0.07826737071992658,0.053657489395266114,-0.03690170847440462,0.0631518351814836,-0.11821054127623888,-0.11707064877293746,-0.03701540653308706,0.0483144309414432,-0.03373589439931726,-0.050869878721930634,-0.17659174779142364,-0.1697352360194765,-0.18311865170718888,-0.20329629552613893,-0.19932885065750622,-0.2049322057974133,-0.1434594203585975,-0.28467153460248207,0.024327063588257546,-0.20619076678571388,0.053918783632903255,0.06184183357294045,-0.10178518569487609,-0.11437468636478647,-0.12264900572449129,-0.13624010877006357,-0.153170338061651,0.047368926331406824,0.07562338517688719,0.044897728877273266,-0.0045239558252418415,0.007572550982235291,0.017919183732105333,-0.003731910970288994,0.0048088417381987525,-0.028128444892757787,0.030354303119822144,0.028246687921773383,0.018278230140094318,-0.015069858139028567,-0.017599285902705073,-0.010364532005828729,-0.025165073220127634,-0.06735899068337242,0.030930744037720892,0.047878163180404,,,,,,,,,0.048515911771989585,0.030006615346722734,0.028101202892908433,-0.13238786004479175,-0.025226814009315878,-0.02607420238549075,0.004855552044908054,0.028564006452935938,0.008450527549080817,0.025757342125645937,
GQESTIMATES,0.017084185019523117,0.9365487636629943,0.9512548318681849,0.5923222509488528,0.15408106886274844,-0.24255184102756538,0.45968217346900314,0.3804725457743957,0.25195575205327464,0.17150501531111617,0.0988920297607976,0.24738132866830165,0.43351955143098275,0.38943631464803086,-0.014580573460478712,0.31955847770408197,0.034020422087275626,0.05031047619013556,-0.04511635707661819,0.9514990314371463,0.13025859597753867,0.9420612963617708,0.9583403880802939,0.8385542606436693,0.7520146044286201,-0.5834956381465516,-0.35529937786926585,-0.1888297615682457,1.0,-0.050758655233992506,-0.19198727832397774,0.0972576474951471,0.1294333521541724,0.026041766012808755,0.0415639460641352,-0.011241519272313828,-0.22650700695333073,0.1412802750350718,0.20148478060790118,-0.026399567904061137,0.0014285884522603994,0.35232542586051707,0.2865096431062042,0.7152857871669316,0.8869954804780917,0.8906771700728078,-0.028620412959294232,0.37481854444066875,-0.0013022894189533714,0.14195445312997174,0.952995120856607,0.9521519725439239,0.9536732774347002,-0.05562865649283321,-0.05361232597730223,-0.05853451797327923,0.9476935919007096,0.8517716245649194,0.5686161135967954,0.8468113147526963,0.351127772004771,0.3542021379345992,0.6263037177927854,0.6379436356625585,0.6499125496434544,0.6721484203911212,0.6865670864544554,-0.050023537301550264,0.17614264244595515,0.27910006334308785,0.17107735575690547,0.1750739460485365,0.03768229178782456,0.28421688401767786,0.3987356698963407,0.3659855369190594,0.20461744546032845,0.3140380208695041,0.11926487229876048,0.18776918073831084,0.24482267579707623,0.2999722081961557,0.07756310750092792,0.15667241808461788,0.13569474723678965,0.33603972878887944,,,,,,,,,0.35990084571182007,0.28088970652015033,0.3668576385714543,0.6647677292177713,-0.1420156010624919,-0.18645233841616043,-0.032505380953663024,0.12713742729448627,0.11551121766021218,0.18685226425383913,
RBIRTH,0.02322824224541351,-0.011759693024339393,-0.01991675739203666,-0.05935354869596735,0.10649258728055426,-0.051235411010552866,0.17804836022091242,0.18774901653326265,0.0756921455245166,0.0787077124613355,0.08301229089222933,0.18508046055620836,0.2093457587563334,0.1280975487307795,-0.0197826445589961,-0.03106277229400982,-0.03702309004639426,0.08120946108130173,0.07269924872321648,-0.018204191920665646,0.022754487075080716,0.006040968530803439,-0.042356564042527134,0.08667484770110082,-0.01191893799536076,-0.0197891189764663,-0.027244695870508092,0.07892379416177,-0.050758655233992506,1.0,-0.26734810822352717,0.7692441046916039,0.02952997803635855,-0.19824332678132953,-0.19596880185999183,0.9572457795575188,-0.2715218739153736,0.734455078588833,0.020065586799285134,-0.19081195040002188,-0.189424825798143,-0.04799238743954271,0.045614560927890214,-0.05724137917517003,-0.014069520352101695,-0.015948253908818166,0.01742820365387801,-0.1336949693334338,0.02946570949647266,0.04584031184524757,-0.01848748640663403,-0.01770598694269987,-0.019231636658365837,-0.623053715561454,-0.6184770683785311,-0.6140856415385367,-0.030478793287805582,-0.0017440307540675275,0.01982222068332921,-0.003722086985732622,0.02170019916446048,-0.10665098983083457,-0.02014160021255084,-0.025310465319681442,-0.026076681586079908,-0.02531316125748375,-0.026395484975923728,0.09623312097792938,-0.10110118317595984,-0.1468005883955484,-0.12398577624590698,-0.06244160812327355,-0.05157509376046756,-0.04297968598012124,-0.1819114844443695,-0.22198547180756334,-0.02566855468579077,-0.14855127218799757,-0.07004148624241004,-0.11583904345261242,-0.1320542846037136,-0.2699626375176586,-0.003102097755496432,-0.12390219651790627,-0.03426017268052052,-0.19103376503853386,,,,,,,,,-0.21794450789284747,-0.16609210956824477,-0.09273243599383484,-0.02529282340767561,0.04819159876349757,-0.01250635674947374,-0.013371646373423918,0.023027923470929766,-0.03834488210876821,-0.02109328506706526,
RDEATH,0.00043830144614302247,-0.1601953456820428,-0.18297186430104279,-0.11463314895424308,-0.16721933451035612,0.06183914787657764,-0.26301274599592517,-0.2414097139343435,-0.12505760555401985,-0.10929331193749459,-0.11220440689848903,-0.20772397902998083,-0.2498036818513454,-0.14152637091356116,0.0494210848397933,-0.10878684690664199,-0.032286921086023185,-0.07859991648510066,0.030039470788152414,-0.18122212879628968,-0.14411750345484312,-0.19018767788424976,-0.14353259100316657,-0.25300194231910933,-0.14062149414799568,0.049265062318111626,-0.001317717843983438,-0.16130205033012368,-0.19198727832397774,-0.26734810822352717,1.0,-0.8213530153672629,-0.3318262959782263,0.06428991727696447,0.0253090389917342,-0.30594208063693834,0.9731701492111801,-0.8132181137385489,-0.34179289575394406,0.10460711736537072,0.057840299004641556,-0.13787394251380522,-0.16600490006292495,-0.16506864806264954,-0.1871290614601326,-0.19123589905287644,-0.0689955623331617,-0.4237811169197724,-0.4168605334933126,-0.36651187731754625,-0.17956564542157918,-0.18208616951933088,-0.177133614980673,0.639947599181004,0.6033408332735571,0.658375027155789,-0.18740957765633282,-0.11732323038763455,-0.16522887997840044,-0.16034971632738906,-0.14769682756144625,-0.4399211112048649,-0.15240104287500808,-0.1470449677642523,-0.14952477678642603,-0.1406461486975431,-0.1509283441017313,-0.07961274225101078,-0.2853376716104208,-0.24390959035435672,-0.20119352672422422,-0.14218623465602026,-0.09555928724677965,-0.15021826411089498,-0.2510185149989712,-0.25365334098562203,-0.17772921783776935,-0.25530708231813504,-0.101262958845464,-0.1446116442503397,-0.08367902630209971,-0.22306628031066666,-0.014435045750951739,-0.22186343719940518,-0.26657834357679255,-0.35550226350258873,,,,,,,,,-0.39118384597960915,-0.20843960747107965,-0.2664600452116049,-0.14823238613818854,-0.0015400629136701244,-0.00873568809625603,-0.08784610509925946,0.11731659383306839,-0.034656480312619274,0.04149268463460589,
RNATURALINC,0.013459738351302748,0.09926281743977575,0.10953701435322845,0.040876878702389666,0.1710376428636763,-0.06995946234900943,0.2749891659205817,0.26616866520021154,0.12567775942251355,0.11694169386925261,0.12130616631558144,0.24234417017814938,0.28395128404113024,0.16624487118524936,-0.04393336231580167,0.05448379466018996,0.0004351945963764207,0.09802543005162959,0.021243779479661752,0.10939056323220872,0.10903302093173264,0.12968789813190748,0.07010152230989862,0.21907216816876407,0.08618929430116536,-0.044381767707533666,-0.01525421615325695,0.15367837173017845,0.0972576474951471,0.7692441046916039,-0.8213530153672629,1.0,0.23751200481983414,-0.1599837733185086,-0.132789437345572,0.7695263176371911,-0.8060331035046623,0.9740118310491738,0.23851815753997424,-0.1823186315605652,-0.15048681708825246,0.06301309421666709,0.13707879680749363,0.07557056759268266,0.11575499286013126,0.11736605225801319,0.056003945975648395,0.20190312411707845,0.293976284027298,0.27004314720893646,0.10812446190620176,0.11025842264404415,0.10607129009539573,-0.7931715958041413,-0.7661887313126512,-0.8000818558987834,0.1062272389597989,0.07676363068389741,0.12129598857745333,0.10412318357376522,0.11078233591205022,0.22857400859227722,0.08913266176288911,0.08252129180203753,0.08371205678407803,0.07827669314378045,0.08445402903490809,0.10975744790235865,0.12935634556651504,0.07483315753568175,0.06009655391047366,0.057319064701278066,0.032833757636453194,0.07426980861663944,0.05876250407547084,0.03685588654535626,0.10296902198520633,0.08135438946597207,0.02455316378665325,0.02731776895319383,-0.022685035384974277,-0.011895836776190822,0.00767935042346438,0.07376965154434871,0.1564849224023026,0.12264469642141596,,,,,,,,,0.13037455742028586,0.03991039667921353,0.12179278049158224,0.08331910231760827,0.029549079183853338,-0.0016108001447093076,0.05033442398647979,-0.06415985009193528,0.000281481749756962,-0.03999999424267721,
RINTERNATIONALMIG,-0.017090919647681228,0.11603746233309287,0.12039497393223814,0.05922729566439369,0.07946172107816243,0.09957393272185343,-0.014675147860555567,-0.05786958785908852,-0.0419878614312068,-0.04103229595315426,0.010161302968289473,0.010376172956747658,-0.074047185873666,-0.08802538577368482,-0.005099650373912398,0.12828158788291869,-0.06517001550032928,0.11532522596365098,-0.017522609362521036,0.12185530744312822,0.07873471849889653,0.1154415852692952,0.1149351188923224,0.10695034265654108,0.25648073569987967,-0.07498924849683763,0.01923441505617926,-0.02942814681888475,0.1294333521541724,0.02952997803635855,-0.3318262959782263,0.23751200481983414,1.0,-0.11109058524308921,0.006895982068746214,0.02139148297213621,-0.3364040217698065,0.23199899263713464,0.9383339469802219,-0.1286866726474391,0.0008694879443953523,0.046975107196199135,0.08838193683218065,0.036797037618200634,0.1315862146372665,0.13428626759796428,0.015320440065290807,0.09807686374550859,0.0690094065284582,0.13107665153782952,0.12090576987808474,0.1208823574257538,0.12091197912531865,-0.22395504052213627,-0.2155920058850041,-0.22657444794472184,0.12543359997250603,0.11694270238666706,0.04137587411733079,0.10049627809623754,0.08318438935342483,0.15496326702977975,0.05025830005825652,0.0472795148405375,0.05221361038557222,0.05093267647833511,0.05750964937022806,-0.05114278481197878,0.023010719695364296,0.09393440679006285,0.07343534979263036,0.027907893210732296,-0.07602517960936893,0.02568773894373747,0.10611184574749942,0.13513860125378907,-0.026010730121826336,0.0778523475914022,0.060683917767932125,0.048558938845368146,-0.019235049220174927,0.03535478180924634,-0.0030319924461745893,0.13476751422486338,0.091270614720931,0.11503878454645765,,,,,,,,,0.1296671162970727,0.025973406785624452,0.04299409609256193,0.05276720902360783,0.04843715846925942,0.06596708703754463,0.0450785205415596,-0.09949377768919537,-0.017832788085779976,-0.07896326520393855,
RDOMESTICMIG,-0.021919301127734863,0.039514668629272345,0.05663780790122034,0.15577689749974946,0.07161246787598556,0.07822236032952674,-0.0030562686613934405,-0.01587930462215024,-0.05193538676425899,0.010015931870499688,-0.0012430709792137958,-0.010601583714345405,-0.032445643099187654,-0.050367485130165326,-0.05602450002579045,-0.03090728980795695,-0.02536903941643824,0.05643504593106101,0.04940723349347398,0.06064841461572163,0.31307436430420144,0.06060082023094328,0.06456302273817073,0.04905638116994188,0.02943711339654904,0.2514740259585789,0.2966720033452799,-0.07307467204029448,0.026041766012808755,-0.19824332678132953,0.06428991727696447,-0.1599837733185086,-0.11109058524308921,1.0,0.993020575572594,-0.1715403310776242,0.04378941012757201,-0.1284389144322382,-0.08324233750814575,0.9575263209341698,0.9529924489728676,0.07813478320899216,0.08596159040529801,0.17580764640750174,0.07390997394355286,0.07665065766619486,0.3304616057962495,0.17096268766740028,0.32139177016065545,0.321723031852717,0.056252242985124025,0.056851433097585134,0.05567227708353029,0.2925989796046937,0.30791218822442556,0.2719308419955763,0.07734046545860589,0.042388643027745976,0.058366816719736196,-0.008395667878294212,-0.009844257142103255,0.0469445805490509,0.07115149516022945,0.06339704563123316,0.06615075721735264,0.06261753108948116,0.06113385037720193,0.040337787940574486,-0.00047357744028045606,0.06935401053111638,0.0861529033677356,0.11662030635391933,0.06501911690629468,0.0423445675846697,0.05867411613369933,0.10363456396431919,0.06279841543377064,0.10873291108850981,0.0755643295430453,0.11565077831920655,0.07031393977992234,0.17563264900229253,0.07306795834168364,0.18013936670154304,0.05343141294229464,0.10383678796585377,,,,,,,,,0.11770798047791527,0.16555774338456597,0.1711371216008227,0.06409714674932367,0.012877217050089611,-0.011274599749673115,0.03187264355572999,0.003252707684936205,-0.02066328019284048,-0.017112580540126494,
RNETMIG,-0.024083574697675997,0.05353067107020906,0.07127717935871705,0.16377223782944864,0.08121000482169419,0.0901749634165239,-0.004763302359436932,-0.02263541179144612,-0.05709748864519446,0.005362475425940738,-8.271731413773712e-05,-0.009476763828293091,-0.041168499754905656,-0.060812927861014915,-0.05697148556159524,-0.016356311768514775,-0.03302564025690668,0.07005850344729542,0.04771049798298369,0.07548597550861691,0.3243606909729079,0.0746769321507073,0.07860361220499539,0.06205316234937059,0.060057810642567246,0.24413484665005986,0.30079531740049514,-0.07702046141185294,0.0415639460641352,-0.19596880185999183,0.0253090389917342,-0.132789437345572,0.006895982068746214,0.993020575572594,1.0,-0.17006597417095415,0.004138074386568512,-0.10170312459432493,0.027598740961252904,0.9481951453768229,0.959008326178842,0.08419436698877872,0.0969837234633548,0.18126533526453847,0.08998463737514058,0.09306275620930668,0.3343845245275301,0.18347355640681492,0.3319675196758176,0.3391466869000971,0.0709498413897849,0.0715499705901478,0.07036701406952593,0.26783631731334034,0.28423702421907104,0.24672908723226422,0.0927062462943445,0.056529906686217456,0.06363925976363412,0.003478719852651098,-3.33593961001496e-05,0.06562623214850273,0.07755738781872994,0.06940131728931832,0.07275767163262119,0.06905050829425691,0.06833814991405303,0.03451864586119914,0.0022543001477505183,0.0809320483814154,0.09540571276033614,0.1206558503505221,0.05640016781435285,0.04563691102070606,0.07163105972027,0.11961975006185467,0.06011877018324967,0.118646717639373,0.08296710539545206,0.12213108662565683,0.06846745636256617,0.18091809124149316,0.07308903732278083,0.197250656805079,0.06459453388652352,0.11813334786876953,,,,,,,,,0.13382663112482085,0.1696876491324755,0.17730127387025563,0.0707570186321139,0.01870543076737035,-0.0035158536444785567,0.03742012230557353,-0.008534616185216061,-0.022907802822615127,-0.026589782380160593,
RBIRTHSw,0.021013472393082343,0.016607759733131,0.01647177712361983,-0.03032020417961224,0.12206068676670713,-0.07491973341438024,0.23335983973320387,0.18093277238430552,0.06236127590201161,0.0684568758131191,0.07975078135809487,0.18786066038307833,0.22901003855068286,0.1676999839654357,-0.03213123746165093,-0.007881910414381877,-0.020262211470204967,0.07866851982845012,0.05621667184962187,0.018358580498322775,0.05975499548667467,0.04448894702521236,-0.0025033344302516298,0.11965662629554237,0.0071329383185376,-0.00974440632912446,-0.008136503150256467,0.09191771117073921,-0.011241519272313828,0.9572457795575188,-0.30594208063693834,0.7695263176371911,0.02139148297213621,-0.1715403310776242,-0.17006597417095415,1.0,-0.3095246382342699,0.7841457004369741,0.028917993722130296,-0.1801694584398734,-0.17747286349727956,-0.006912013371751134,0.0953974216517841,0.0037671833144259413,0.019240744046250507,0.017970055079647745,0.006266999655229299,-0.11484064487675584,0.028196343064251915,0.05472898358365701,0.01766887140126197,0.018497397563771677,0.016874961189845508,-0.5935447255757675,-0.5906641764028493,-0.5854289222822183,0.011687934646904222,0.03474890834742792,0.045270044232308196,0.007404358756625,0.027975592854220778,-0.073345859247247,0.06971873921243486,0.06373163835999096,0.06165455808913557,0.05698424876234506,0.05490101788005557,0.12579011009120844,-0.07700532152183559,-0.10107436214961765,-0.09673932917750909,-0.04246057212385373,-0.000707203262567718,-0.01924534036632321,-0.14096370824195975,-0.19074349149663292,-0.006201527435042279,-0.11892166306261631,-0.026967719747166764,-0.07296164270363491,-0.12996991738866967,-0.24172218754130012,0.0038263212097652023,-0.11212200806742721,0.0064762640204564775,-0.1803307539872842,,,,,,,,,-0.17546837461128156,-0.13393013765856096,-0.0622309087235409,0.059831546852016075,0.047108193186705415,0.014035070409405158,0.043540546588886495,0.008916570629940888,-0.06584463960013395,-0.05543900313065016,
RDEATHSw,0.0038418099003061446,-0.18433555722181239,-0.21340789165881763,-0.14451547933869782,-0.2026655394397659,0.04921025850819301,-0.29535819306857164,-0.2373058627584379,-0.11752197053303452,-0.10353498436365574,-0.10476950409540124,-0.20396170982497328,-0.2706310024335868,-0.17792604049342167,0.05660077463873569,-0.1097987886700818,-0.04700530085232034,-0.09041869427652105,0.03867332940801378,-0.21257090422815988,-0.191649195409832,-0.222432621032868,-0.17414867007237622,-0.28536826415450744,-0.16957673398156367,0.03278215739440395,-0.03173626556826735,-0.16931165288649236,-0.22650700695333073,-0.2715218739153736,0.9731701492111801,-0.8060331035046623,-0.3364040217698065,0.04378941012757201,0.004138074386568512,-0.3095246382342699,1.0,-0.83281353680816,-0.38264840494591934,0.08361459381687951,0.03101120528166818,-0.17821446546883188,-0.2072234696396171,-0.22729122758412804,-0.21949101275985097,-0.22377126397144503,-0.08106193419074409,-0.4356991040769357,-0.4053976380529337,-0.3680608492079578,-0.21027123591991395,-0.21278699904246043,-0.20783965036011962,0.6435774529587361,0.6084028714235322,0.6628267440983503,-0.22097671360009283,-0.15469172912963197,-0.18034192768031287,-0.1740223768954957,-0.15022159310945293,-0.4529198084967103,-0.2193717037174523,-0.21023458578372314,-0.2121377736258484,-0.20311305016125838,-0.210741900174301,-0.08274705571598312,-0.2804513248854175,-0.2422595296868135,-0.21378162599679865,-0.1249628061412229,-0.08532130999421161,-0.14348737215970422,-0.2610674079230517,-0.2630148357885061,-0.17935716270793392,-0.27210809105623945,-0.11439551777391699,-0.1271730930353654,-0.09007718383578407,-0.23993018735133273,-0.019748671180751912,-0.21957122222016745,-0.27229082552046247,-0.3497358683091732,,,,,,,,,-0.40054019229979915,-0.21603193898299347,-0.27515091165533445,-0.2107441614733543,-0.014466389133774113,0.005028492004996106,-0.08056574072266265,0.10000789188111399,-0.023260339533777256,0.041194884952519224,
RNATURALINCw,0.009725553919368453,0.1299703060019838,0.14886451530630568,0.07666394706181344,0.20050259917950014,-0.07413086216030285,0.3233785841068797,0.2561322587281437,0.11153644780637191,0.10585799023816864,0.11300808289966935,0.23832229926426293,0.30483978260091255,0.21004697249580256,-0.05489637067827371,0.06703668436542547,0.01920856174315807,0.103059247325208,0.0064190302438186285,0.14941666235343073,0.1598611872157227,0.17106425623698024,0.11219670907978994,0.25589595938600995,0.11482262021988843,-0.02706712455774889,0.01597532361706428,0.16400637962738207,0.1412802750350718,0.734455078588833,-0.8132181137385489,0.9740118310491738,0.23199899263713464,-0.1284389144322382,-0.10170312459432493,0.7841457004369741,-0.83281353680816,1.0,0.26656079031170327,-0.15945325280075204,-0.12355309666758085,0.11228367795083477,0.19077431369285172,0.15052927084453052,0.15444645153189637,0.15650013497034526,0.056533483968708935,0.21730666611393945,0.2808214261718482,0.2720569735694246,0.1475143298228884,0.14963850272867377,0.14546524480087297,-0.7655427619797235,-0.740910016473446,-0.7733808077540956,0.1510192531121017,0.12118468422787003,0.1440494714976352,0.1178819689441111,0.1143243259186808,0.2528896963287829,0.18375393710174004,0.17430547197677354,0.17433838724374967,0.16572983306517922,0.16949588560194961,0.12723058414413227,0.13820189972266692,0.09926533512360228,0.08327759546659975,0.0568359426597405,0.05527123948113939,0.0823790761708917,0.08831859656489287,0.060665562791435576,0.1136807675024882,0.1083556322447063,0.05626098596391557,0.040522486629655206,-0.016874178166631514,0.015868170058399262,0.015066014800277949,0.07802705242838083,0.18147426163144176,0.12326876507867958,,,,,,,,,0.15925559794753555,0.06303525521063717,0.14334351348991364,0.17236762828103439,0.036864793495818705,0.004888674622206509,0.0779260935502037,-0.06007707357801255,-0.02315060583144089,-0.05915822570219505,
